date,value
2013-07-29,1080774.2514000002
2013-07-30,1089067.8722
2013-07-31,1081684.5394000001
2013-08-01,1090833.5166000002
2013-08-02,1105090.9759000002
2013-08-05,1099403.6432000003
2013-08-06,1104327.7888000002
2013-08-07,1086966.6587000003
2013-08-08,1080497.0468000001
2013-08-09,1081749.9000000001
2013-08-12,1079438.2280000001
2013-08-13,1089641.6217
2013-08-14,1095388.5178999999
2013-08-15,1087684.3562999999
2013-08-16,1084115.8865
2013-08-19,1087290.8395
2013-08-20,1076541.2026
2013-08-21,1076289.9138
2013-08-22,1074151.9848
2013-08-23,1082993.9387
2013-08-26,1082337.0154
2013-08-27,1079392.9846
2013-08-28,1072829.6837
2013-08-29,1076253.1993
2013-08-30,1073441.8861
2013-09-02,1079057.2071
2013-09-03,1091537.8547999999
2013-09-04,1094381.1719999998
2013-09-05,1095105.2062
2013-09-06,1088994.7396
2013-09-09,1101112.5969
2013-09-10,1109055.5071999999
2013-09-11,1107645.8469999998
2013-09-12,1106704.1769999997
2013-09-13,1106754.6474999997
2013-09-17,1105965.1718999997
2013-09-18,1111313.5909999998
2013-09-19,1120762.4710999997
2013-09-20,1120509.2631999997
2013-09-24,1119510.2978999997
2013-09-25,1115583.0006999997
2013-09-26,1123578.5626999997
2013-09-27,1122313.0031999997
2013-09-30,1112964.1495999997
2013-10-01,1112336.8404999997
2013-10-02,1100551.3153999997
2013-10-03,1099244.7570999996
2013-10-04,1095281.1739999996
2013-10-07,1088303.5095999995
2013-10-08,1090253.1863999995
2013-10-09,1097475.2031999996
2013-10-10,1101437.8258999996
2013-10-11,1108886.5132999998
2013-10-15,1109347.1840999997
2013-10-16,1109520.3425999996
2013-10-17,1113773.6201999998
2013-10-18,1114138.5320999997
2013-10-21,1117507.8607999997
2013-10-22,1117678.1778999998
2013-10-23,1108675.6919999998
2013-10-24,1110698.2243
2013-10-25,1099407.6330999997
2013-10-28,1108645.7369
2013-10-29,1106822.5102999997
2013-10-30,1111332.1091999998
2013-10-31,1104898.6896
2013-11-01,1099943.5269
2013-11-05,1099719.1789
2013-11-06,1104046.8868
2013-11-07,1100187.3429999999
2013-11-08,1095991.0055
2013-11-11,1100230.4227
2013-11-12,1109401.5557
2013-11-13,1109413.7555
2013-11-14,1117707.3325
2013-11-15,1126888.1368
2013-11-18,1126982.988
2013-11-19,1125250.7626999998
2013-11-20,1123547.8978
2013-11-21,1130441.0502
2013-11-22,1130656.646
2013-11-25,1136015.9471999998
2013-11-26,1133471.7428
2013-11-27,1132037.0001999997
2013-11-28,1139778.9769999997
2013-11-29,1138644.0476999995
2013-12-02,1139235.8676999996
2013-12-03,1141036.3589999997
2013-12-04,1131182.1360999998
2013-12-05,1123404.9507999998
2013-12-06,1127188.0103999998
2013-12-09,1137096.0095
2013-12-10,1136198.4096
2013-12-11,1132850.4726
2013-12-12,1128292.7028
2013-12-13,1129621.5665000002
2013-12-16,1122465.8038
2013-12-17,1126862.8566
2013-12-18,1135728.2923
2013-12-19,1142876.1495
2013-12-20,1143758.3126
2013-12-24,1143717.6865
2013-12-25,1146388.6969
2013-12-26,1152887.0332
2013-12-27,1154211.3648
2013-12-30,1158223.2968000001
2014-01-06,1149202.6271000002
2014-01-07,1145654.0033
2014-01-08,1155670.6727
2014-01-09,1149708.0861
2014-01-10,1150884.6612999998
2014-01-14,1136544.9176999996
2014-01-15,1149505.1732999997
2014-01-16,1148212.8574999997
2014-01-17,1148665.9839999997
2014-01-20,1146587.3646999998
2014-01-21,1149364.8986
2014-01-22,1150380.7358
2014-01-23,1146191.6911999998
2014-01-24,1136950.1914
2014-01-27,1123452.0979
2014-01-28,1122908.5924
2014-01-29,1136650.0370999998
2014-01-30,1124608.9781999998
2014-01-31,1121890.4452999998
2014-02-03,1113378.0083999997
2014-02-04,1090530.6045
2014-02-05,1098170.7814
2014-02-06,1096851.3021
2014-02-07,1107793.1764999998
2014-02-10,1113572.3821999999
2014-02-12,1117654.9444999998
2014-02-13,1109015.3392999996
2014-02-14,1101231.3328999998
2014-02-17,1105049.2489999998
2014-02-18,1118502.5429999998
2014-02-19,1116501.3084
2014-02-20,1105953.8083000001
2014-02-21,1118295.4291
2014-02-24,1116498.7735000001
2014-02-25,1122454.4548
2014-02-26,1120108.6405
2014-02-27,1118497.3143
2014-02-28,1116210.4378
2014-03-03,1110703.6239
2014-03-04,1112925.8621999999
2014-03-05,1118084.2256
2014-03-06,1124227.1527
2014-03-07,1128486.8501999998
2014-03-10,1124330.8703999997
2014-03-11,1126596.0876999996
2014-03-12,1115080.9047999997
2014-03-13,1113808.3076999998
2014-03-14,1098353.2550999997
2014-03-17,1094957.1930999996
2014-03-18,1098775.4384999997
2014-03-19,1099051.2647999995
2014-03-20,1090885.0293999994
2014-03-24,1098831.8867999995
2014-03-25,1098176.5053999997
2014-03-26,1100615.2024999997
2014-03-27,1108763.9623999996
2014-03-28,1112459.3367999997
2014-03-31,1117097.4334999996
2014-04-01,1116708.7031999996
2014-04-02,1121249.9915999996
2014-04-03,1124518.6808999996
2014-04-04,1125477.1429999997
2014-04-07,1118384.4014999997
2014-04-08,1112245.8911999995
2014-04-09,1102251.8998999996
2014-04-10,1102890.3711999995
2014-04-11,1093966.0772999995
2014-04-14,1092150.1332999994
2014-04-15,1094005.8397999993
2014-04-16,1106010.7048999993
2014-04-17,1106412.6122999992
2014-04-18,1109555.1842999991
2014-04-21,1109084.5651999991
2014-04-22,1104570.2693999992
2014-04-23,1109112.908199999
2014-04-24,1105512.374699999
2014-04-25,1106794.5190999992
2014-04-28,1102809.2215999991
2014-04-30,1102611.0932999991
2014-05-01,1108546.4599999993
2014-05-02,1107703.1524999992
2014-05-07,1094879.023599999
2014-05-08,1099011.684799999
2014-05-09,1101685.2241999991
2014-05-12,1099724.220099999
2014-05-13,1108077.9253999991
2014-05-14,1107938.7622999991
2014-05-15,1105740.0762999991
2014-05-16,1099199.4357999992
2014-05-19,1096581.845799999
2014-05-20,1099087.5067999992
2014-05-21,1097752.370499999
2014-05-22,1106330.398599999
2014-05-23,1109726.541099999
2014-05-26,1114421.566099999
2014-05-27,1115378.497599999
2014-05-28,1116378.473899999
2014-05-29,1116717.8504999988
2014-05-30,1114548.530799999
2014-06-02,1124364.3745999988
2014-06-03,1127447.770599999
2014-06-04,1128236.463899999
2014-06-05,1128144.865399999
2014-06-06,1129514.099299999
2014-06-09,1130680.9118999988
2014-06-10,1127722.1885999986
2014-06-11,1130681.5321999989
2014-06-12,1128162.7887999988
2014-06-13,1131400.501999999
2014-06-16,1126419.910699999
2014-06-17,1127466.626299999
2014-06-18,1131719.703999999
2014-06-19,1140032.619999999
2014-06-20,1139837.1523999989
2014-06-23,1140935.860299999
2014-06-24,1141422.7405999987
2014-06-25,1138327.2506999988
2014-06-26,1139985.1651999988
2014-06-27,1133222.3096999987
2014-06-30,1136526.7264999985
2014-07-01,1142006.4842999985
2014-07-02,1143166.6226999986
2014-07-03,1143189.8274999985
2014-07-04,1146478.7433999984
2014-07-07,1144747.3822999985
2014-07-08,1143201.5821999984
2014-07-09,1142094.9659999986
2014-07-10,1139193.6857999987
2014-07-11,1137336.3567999988
2014-07-14,1140851.8610999987
2014-07-15,1144003.8670999988
2014-07-16,1143274.8706999987
2014-07-17,1143448.7971999987
2014-07-18,1139124.9682999987
2014-07-22,1143989.5158999986
2014-07-23,1144146.6607999986
2014-07-24,1142871.1103999985
2014-07-25,1148374.3944999985
2014-07-28,1150590.9928999986
2014-07-29,1152681.5023999985
2014-07-30,1152752.5185999984
2014-07-31,1152626.7643999984
2014-08-01,1148722.3623999984
2014-08-04,1147431.3015999983
2014-08-05,1140992.7601999983
2014-08-06,1135239.4030999984
2014-08-07,1137478.1698999982
2014-08-08,1123328.4615999982
2014-08-11,1133705.544699998
2014-08-12,1135208.7303999981
2014-08-13,1137582.9468999982
2014-08-14,1140923.7852999982
2014-08-15,1141252.2911999982
2014-08-18,1140982.1872999982
2014-08-19,1145591.6267999983
2014-08-20,1145049.1346999984
2014-08-21,1148926.8959999983
2014-08-22,1147233.4482999984
2014-08-25,1149445.7702999983
2014-08-26,1146964.5396999982
2014-08-27,1147777.2227999982
2014-08-28,1145390.613799998
2014-08-29,1143632.807199998
2014-09-01,1145756.471599998
2014-09-02,1151715.300299998
2014-09-03,1153343.1914999979
2014-09-04,1151147.336999998
2014-09-05,1150420.9477999979
2014-09-08,1151796.769599998
2014-09-09,1151272.861799998
2014-09-10,1152713.966899998
2014-09-11,1155194.379199998
2014-09-12,1155542.069299998
2014-09-16,1153030.533999998
2014-09-17,1151205.382199998
2014-09-18,1156749.196299998
2014-09-19,1164074.2403999981
2014-09-22,1162224.9223999982
2014-09-24,1161261.209199998
2014-09-25,1168326.4415999982
2014-09-26,1166557.306499998
2014-09-29,1169097.3923999981
2014-09-30,1164481.9877999981
2014-10-01,1161531.6878999982
2014-10-02,1147446.4101999982
2014-10-03,1149008.273599998
2014-10-06,1154951.184599998
2014-10-07,1150836.027699998
2014-10-08,1145093.570799998
2014-10-09,1140389.763999998
2014-10-10,1134354.969599998
2014-10-14,1123198.104499998
2014-10-15,1127524.125099998
2014-10-16,1115991.194799998
2014-10-17,1109744.212999998
2014-10-20,1127502.0727999979
2014-10-21,1117697.8715999979
2014-10-22,1130400.7443999979
2014-10-23,1129058.5070999977
2014-10-24,1133379.2711999977
2014-10-27,1137120.7442999978
2014-10-28,1134963.756999998
2014-10-29,1142828.7964999978
2014-10-30,1145702.8750999977
2014-10-31,1168440.991099998
2014-11-04,1181405.691199998
2014-11-05,1184689.3230999978
2014-11-06,1179106.7812999978
2014-11-07,1181921.1120999977
2014-11-10,1180693.0424999977
2014-11-11,1189227.7442999976
2014-11-12,1190758.3191999975
2014-11-13,1195621.2771999976
2014-11-14,1199216.2081999974
2014-11-17,1182949.1387999975
2014-11-18,1194615.6113999975
2014-11-19,1194633.2117999974
2014-11-20,1195545.9918999975
2014-11-21,1197776.7439999976
2014-11-25,1200332.7988999975
2014-11-26,1199959.1124999975
2014-11-27,1194981.2510999972
2014-11-28,1202123.9994999974
2014-12-01,1206402.0987999972
2014-12-02,1208910.6125999973
2014-12-03,1210659.2248999975
2014-12-04,1215814.4470999974
2014-12-05,1216966.6535999975
2014-12-08,1217744.0791999975
2014-12-09,1213866.4721999974
2014-12-10,1201278.8195999975
2014-12-11,1197425.4291999976
2014-12-12,1200088.0166999975
2014-12-15,1191947.2836999975
2014-12-16,1181638.5766999975
2014-12-17,1183059.9025999976
2014-12-18,1195709.7853999976
2014-12-19,1208342.2753999976
2014-12-22,1209172.1032999977
2014-12-24,1215636.5288999977
2014-12-25,1213765.7702999976
2014-12-26,1215651.7371999975
2014-12-29,1213614.8178999973
2014-12-30,1206059.1732999976
2015-01-05,1204952.3136999975
2015-01-06,1187860.5975999977
