date,pnl
2015-01-19,4301.4575000002515
2015-01-20,10586.907999999821
2015-01-21,-3238.964300000109
2015-01-22,932.3618000000715
2015-01-23,5796.033700000029
2015-01-26,-997.3863999999594
2015-01-27,10073.471600000048
2015-01-28,1915.4915999998339
2015-01-29,-5219.84850000008
2015-01-30,2406.905900000129
2015-02-02,-2377.8529000000563
2015-02-03,-6767.567799999844
2015-02-04,10753.150200000033
2015-02-05,-5565.424999999814
2015-02-06,3463.6659999999683
2015-02-09,2601.127399999881
2015-02-10,-1055.8015999998897
2015-02-12,9991.514500000048
2015-02-13,-2097.971400000155
2015-02-16,3278.9572999998927
2015-02-17,1123.2654999999795
2015-02-18,6934.882899999851
2015-02-19,2969.19560000021
2015-02-20,2129.3902000000235
2015-02-23,4250.311999999918
2015-02-24,3989.912299999967
2015-02-25,-1777.6954000000842
2015-02-26,6222.191200000234
2015-02-27,438.91769999987446
2015-03-02,837.8330000001006
2015-03-03,-545.4007000001147
2015-03-04,-3882.508700000122
2015-03-05,1749.9827999998815
2015-03-06,6287.754600000102
2015-03-09,-4448.031099999789
2015-03-10,-3468.3599000000395
2015-03-11,1494.7963000000454
2015-03-12,8070.269300000044
2015-03-13,7208.2351999999955
2015-03-16,-453.4795999999624
2015-03-17,4996.021999999881
2015-03-18,3702.118799999822
2015-03-19,-2485.9526999997906
2015-03-20,2424.3824000000022
2015-03-23,5886.386799999978
2015-03-24,-1079.217100000009
2015-03-25,1904.527199999895
2015-03-26,-9199.513899999904
2015-03-27,-2729.6417000002693
2015-03-30,2742.2025000001304
2015-03-31,-7918.879900000058
2015-04-01,-4408.49589999998
2015-04-02,8737.748499999987
2015-04-03,3431.5100000000093
2015-04-06,-1816.9009000000078
2015-04-07,8086.494699999923
2015-04-08,4317.213200000115
2015-04-09,2812.717699999921
2015-04-10,-1727.4544999999925
2015-04-13,-1387.971700000111
2015-04-14,1061.4640000001527
2015-04-15,-710.5550999999978
2015-04-16,2065.407000000123
2015-04-17,-5881.731099999975
2015-04-20,-1009.3333999998868
2015-04-21,7959.763799999841
2015-04-22,5815.867199999979
2015-04-23,2436.0784000002313
2015-04-24,-3938.7113000000827
2015-04-27,-1053.6707999999635
2015-04-28,3049.9402999999
2015-04-30,-14643.836899999995
2015-05-01,-2246.849500000011
2015-05-07,-4915.431299999822
2015-05-08,4018.747999999905
2015-05-11,5789.0804000000935
2015-05-12,2277.848000000231
2015-05-13,4631.898699999787
2015-05-14,-6164.212600000203
2015-05-15,4227.163300000131
2015-05-18,5648.970100000035
2015-05-19,4047.2108000000007
2015-05-20,4679.922900000121
2015-05-21,562.6607999999542
2015-05-22,1647.8128000001889
2015-05-25,4748.756599999964
2015-05-26,1211.587599999737
2015-05-27,915.5725000002421
2015-05-28,3142.6736999999266
2015-05-29,575.9743000001181
2015-06-01,1228.6524000000209
2015-06-02,-1431.375599999912
2015-06-03,-1737.717900000047
2015-06-04,1044.5981999998912
2015-06-05,-779.8928999998607
2015-06-08,211.29300000006333
2015-06-09,-11857.74540000013
2015-06-10,-2376.464799999958
2015-06-11,11841.968499999959
2015-06-12,-975.8382999999449
2015-06-15,-810.2612000000663
2015-06-16,-4419.212999999989
2015-06-17,-2854.1738999998197
2015-06-18,-7667.842700000154
2015-06-19,5734.867300000042
2015-06-22,7043.636299999896
2015-06-23,11890.042300000088
2015-06-24,1986.9819000000134
2015-06-25,-2598.6059000000823
2015-06-26,-2151.6456000001635
2015-06-29,-18407.5858
2015-06-30,3047.3554999998305
2015-07-01,2897.3866000000853
2015-07-02,5381.853099999949
2015-07-03,-23.43390000006184
2015-07-06,-13754.93759999983
2015-07-07,8075.70250000013
2015-07-08,-21218.731099999975
2015-07-09,2039.558799999766
2015-07-10,-1707.6698999996297
2015-07-13,10736.242699999828
2015-07-14,10102.840299999807
2015-07-15,2080.286400000099
2015-07-16,3889.3253000001423
2015-07-17,1213.6020999997854
2015-07-21,6162.404099999927
2015-07-22,-6626.258900000015
2015-07-23,2090.654300000053
2015-07-24,-5719.059899999993
2015-07-27,-6548.281299999915
2015-07-28,-1382.2062999999616
2015-07-29,-517.127300000051
2015-07-30,7611.540999999968
2015-07-31,3292.3625000000466
2015-08-03,-2995.841299999971
2015-08-04,-1156.5111000000034
2015-08-05,2501.1127000001725
2015-08-06,2617.6491000000387
2015-08-07,1768.5748999998905
2015-08-10,2105.209799999837
2015-08-11,-2188.52509999997
2015-08-12,-10451.456000000006
2015-08-13,6370.743400000036
2015-08-14,-3154.0773000000045
2015-08-17,4030.540500000119
2015-08-18,-1805.0508999999147
2015-08-19,-9963.886100000003
2015-08-20,-7238.012000000104
2015-08-21,-19672.665899999905
2015-08-24,-31432.12089999998
2015-08-25,-23437.095999999903
2015-08-26,18577.38860000018
2015-08-27,6209.68069999991
2015-08-28,18874.561900000088
2015-08-31,-7494.123200000031
2015-09-01,-22575.0456999999
2015-09-02,-3819.748199999798
2015-09-03,2657.1973999999464
2015-09-04,-11474.114199999953
2015-09-07,1055.932799999835
2015-09-08,-11934.5419999999
2015-09-09,38596.09739999985
2015-09-10,-12397.305399999954
2015-09-11,-653.1995000001043
2015-09-14,-6525.414400000125
2015-09-15,2023.1118000000715
2015-09-16,4077.1352999999654
2015-09-17,7744.931400000118
2015-09-18,-13817.279099999927
2015-09-24,-15231.844800000079
2015-09-25,10444.60670000012
2015-09-28,-2767.1981999999844
2015-09-29,-22338.51860000007
2015-09-30,12943.234600000083
2015-10-01,8117.586600000039
2015-10-02,830.1004999999423
2015-10-05,9041.788200000068
2015-10-06,5629.821899999864
2015-10-07,7031.171800000127
2015-10-08,-4771.592300000135
2015-10-09,11675.822600000072
2015-10-13,-3972.5443000001833
2015-10-14,-12016.63329999987
2015-10-15,6271.040700000012
2015-10-16,6395.779499999946
2015-10-19,-4692.245099999942
2015-10-20,932.8675999999978
2015-10-21,12181.447900000028
2015-10-22,-3323.6735000000335
2015-10-23,12333.357899999944
2015-10-26,3762.2010999999475
2015-10-27,-6479.783599999966
2015-10-28,2717.905399999814
2015-10-29,470.27960000000894
2015-10-30,4408.140799999936
2015-11-02,-14416.685799999861
2015-11-04,5715.110499999952
2015-11-05,7122.958600000013
2015-11-06,3669.7016000000294
2015-11-09,9627.918199999956
2015-11-10,138.64459999999963
2015-11-11,1419.1807999999728
2015-11-12,9.298700000159442
2015-11-13,-3144.5463000000454
2015-11-16,-6573.167100000195
2015-11-17,8063.119200000074
2015-11-18,43.51560000004247
2015-11-19,7343.752100000158
2015-11-20,746.7949999999255
2015-11-24,1881.0671999999322
2015-11-25,-3039.685899999924
2015-11-26,2893.93610000005
2015-11-27,-2277.1153000001796
2015-11-30,-5791.332900000038
2015-12-01,8342.285799999954
2015-12-02,-2722.906599999871
2015-12-03,-467.4912000000477
2015-12-04,-12230.614499999909
2015-12-07,5956.8973999999
2015-12-08,-6721.962099999888
2015-12-09,-6202.601999999955
2015-12-10,-7401.594800000079
2015-12-11,4637.996700000018
2015-12-14,-9909.348600000143
2015-12-15,-10454.98359999992
2015-12-16,14121.844000000041
2015-12-17,9973.902599999914
2015-12-18,-12317.842800000217
2015-12-21,-1870.2149000000209
2015-12-22,67.34310000017285
2015-12-24,-2926.410099999979
2015-12-25,-2155.2356000002474
2015-12-28,6667.344100000337
2015-12-29,3547.652499999851
2015-12-30,1528.8566999998875
2016-01-04,-17235.549899999984
2016-01-05,-1799.2893999998923
2016-01-06,-6135.392699999968
2016-01-07,-13767.390999999829
2016-01-08,-2514.2934000000823
2016-01-12,-16932.792799999937
2016-01-13,16349.103300000075
2016-01-14,-14424.544500000076
2016-01-15,-2408.1769000000786
2016-01-18,-5177.101099999854
2016-01-19,3031.494900000049
2016-01-20,-20956.032100000186
2016-01-21,-12877.384199999971
2016-01-22,29739.349799999967
2016-01-25,5316.236700000009
2016-01-26,-13074.878400000045
2016-01-27,14476.42889999994
2016-01-28,-4328.647299999837
2016-01-29,15605.414499999955
2016-02-01,8537.556700000074
2016-02-02,-5701.243699999992
2016-02-03,-17792.358000000007
2016-02-04,-4493.19709999999
2016-02-05,-7521.947500000242
2016-02-08,4624.7639999999665
2016-02-09,-28358.74130000011
2016-02-10,-13851.634499999927
2016-02-12,-24037.009499999927
2016-02-15,35097.42470000009
2016-02-16,-796.4982000000309
2016-02-17,-8127.426800000016
2016-02-18,12040.4393999998
2016-02-19,-6387.651399999857
2016-02-22,4409.63730000006
2016-02-23,-1330.9007000001147
2016-02-24,-4180.135299999965
2016-02-25,8401.423999999883
2016-02-26,698.3064999999478
2016-02-29,-6757.692499999888
2016-03-01,1414.0216000000946
2016-03-02,19868.322600000072
2016-03-03,7200.648000000045
2016-03-04,3564.9887000001036
2016-03-07,-2782.8034000000916
2016-03-08,-5064.222400000086
2016-03-09,-7198.22639999981
2016-03-10,7274.844199999934
2016-03-11,2953.027999999933
2016-03-14,9565.101100000087
2016-03-15,-4186.59309999994
2016-03-16,-4087.538100000005
2016-03-17,-1631.3260000001173
2016-03-18,-5101.269300000044
2016-03-22,9766.022400000133
2016-03-23,-1308.438400000101
2016-03-24,-4360.378499999875
2016-03-25,4132.180399999954
2016-03-28,5358.700100000016
2016-03-29,2725.5096999998204
2016-03-30,-8704.79330000002
2016-03-31,-3166.1026999999303
2016-04-01,-19879.911800000118
2016-04-04,-55.346600000048056
2016-04-05,-14304.320099999895
2016-04-06,-505.47259999997914
2016-04-07,286.4806000001263
2016-04-08,3606.966100000078
2016-04-11,-1176.4215000001714
2016-04-12,6991.296500000171
2016-04-13,13541.726499999873
2016-04-14,17511.109300000127
2016-04-15,-2422.654099999927
2016-04-18,-16762.08939999994
2016-04-19,18829.649899999844
2016-04-20,795.9756000000052
2016-04-21,12761.811200000113
2016-04-22,6017.706899999874
2016-04-25,-3182.0537000000477
2016-04-26,-3921.150799999945
2016-04-27,-1591.590899999952
2016-04-28,-19762.30480000004
2016-05-02,-17493.874100000132
2016-05-06,-1534.0890000001527
2016-05-09,3624.341800000053
2016-05-10,9837.7267
2016-05-11,-305.97500000009313
2016-05-12,4070.878299999982
2016-05-13,-7044.574200000148
2016-05-16,1193.6348000001162
2016-05-17,6921.867099999916
2016-05-18,1408.1462000000756
2016-05-19,-379.53630000003614
2016-05-20,2614.6121999998577
2016-05-23,-2390.8229000000283
2016-05-24,-5558.353000000119
2016-05-25,7806.973600000143
2016-05-26,1398.3503999998793
2016-05-27,2601.2952000000514
2016-05-30,6938.6122000000905
2016-05-31,5316.324400000041
2016-06-01,-9221.882599999895
2016-06-02,-12886.880500000203
2016-06-03,2676.6149999999907
2016-06-06,-1741.468499999959
2016-06-07,4216.132099999813
2016-06-08,4992.245099999942
2016-06-09,-5322.475500000175
2016-06-10,-3002.1758999999147
2016-06-13,-18587.63910000003
2016-06-14,-4534.474599999841
2016-06-15,1897.3847999998834
2016-06-16,-15182.104300000006
2016-06-17,4344.420099999988
2016-06-20,12815.780200000154
2016-06-21,4869.521299999906
2016-06-22,-4631.4240000001155
2016-06-23,6653.04879999999
2016-06-24,-39870.958700000076
2016-06-27,9523.785499999998
2016-06-28,368.65070000011474
2016-06-29,8382.562799999956
2016-06-30,840.314800000051
2016-07-01,2835.8859000001103
2016-07-04,3044.0226000000257
2016-07-05,-2570.3263000000734
2016-07-06,-8820.92519999994
2016-07-07,-2451.433999999892
2016-07-08,-5776.433900000062
2016-07-11,19656.967300000135
2016-07-12,11004.189800000051
2016-07-13,4885.597699999809
2016-07-14,4947.378499999875
2016-07-15,4485.504200000083
2016-07-19,8773.75720000011
2016-07-20,-1550.2025999999605
2016-07-21,4340.620099999942
2016-07-22,-6159.5851000002585
2016-07-25,158.8047000002116
2016-07-26,-8589.372900000075
2016-07-27,8979.683500000043
2016-07-28,-6000.594500000123
2016-07-29,3847.2623000000603
2016-08-01,-2802.6711000001524
2016-08-02,-8866.520199999912
2016-08-03,-12549.42389999982
2016-08-04,6980.704099999974
2016-08-05,-1855.6451999999117
2016-08-08,13020.265899999999
2016-08-09,2633.2929000000004
2016-08-10,-1286.5257999999449
2016-08-12,5055.208899999969
2016-08-15,-3581.566799999913
2016-08-16,-7728.474600000074
2016-08-17,4805.620499999961
2016-08-18,-6722.49869999988
2016-08-19,3268.9819000000134
2016-08-22,2499.812299999874
2016-08-23,-3755.347300000023
2016-08-24,3466.9270999999717
2016-08-25,-1398.5148000000045
2016-08-26,-5709.342700000154
2016-08-29,11467.111900000134
2016-08-30,-42.00540000014007
2016-08-31,6832.510600000154
2016-09-01,631.1034999999683
2016-09-02,603.9897999998648
2016-09-05,4171.996900000144
2016-09-06,2175.3245000001043
2016-09-07,-2738.031799999997
2016-09-08,-1486.1772000000346
2016-09-09,676.6404000001494
2016-09-12,-8894.926900000079
2016-09-13,901.9866000001784
